,0
3002,"b'rt' b'theegreekgod:' b'soulja' b'boy' b'trash' b'now' b'but' b""i'm"" b'not' b'gonna' b'act' b'like' b'i' b'never' b'cranked' b'that'"
3003,"b'rt' b'thinkingofjacob:' b'so' b'i' b'took' b'a' b'1000' b'pictures' b'with' b'him' b'and' b'he' b'ate' b'all' b'the' b'brownies' b'i' b'made' b'but' b""he's"" b'the' b'new' b'homie'"
3004,"b'rt' b'thomaskeneally:' b'obersturmfuhrer' b'matthias,' b'my' b'wife' b'is' b'a' b'superb' b'financial' b'brian.' b'carry' b'on' b'with' b'your' b'labelling' b'in' b'her' b'presence,' b'and' b'see'"
3005,b'rt' b'thotcho:' b'see' b'the' b'jumbotron?' b'that&#8217;s' b'where' b'the' b'jig'
3006,"b'rt' b'tiderecruits101:' b""it's"" b'ok' b'to' b'trash' b'talk....but' b'i' b""haven't"" b'seen' b'any' b'bama' b'fans' b'wishing' b'harm' b'or' b'injury' b'towards' b'lsu'"
3007,b'rt' b'tiredoftyranny:' b'jihadi' b'work' b'accident:' b'seven' b'taliban' b'fighters' b'including' b'top' b'commander' b'killed' b'when' b'roadside' b'bombs' b'detonate' b'prematurely&#8230;'
3008,b'rt' b'titanshomer:' b'me:' b'do' b'you' b'sell' b'any' b'larger' b'sized' b'condoms?' b'her:' b'sir' b'those' b'are' b'13' b'gallon' b'trash' b'bags!' b'me:' b'*winks' b'until' b'security' b'escorts' b'me'
3009,b'rt' b'tomyfuturehus:' b'#dearfuturehusband' b'you' b'have' b'no' b'idea' b'how' b'many' b'brownie' b'points' b'you' b'will' b'get' b'i' b'you' b'randomly' b'play' b'with' b'my' b'hair' b'or' b'scratch' b'my'
3010,"b'rt' b'tomarnold:' b'boy' b'went' b'trick' b'or' b'treating' b'at' b'charlie' b""sheen's."" b'dada' b'not' b'jealous' b'cause' b'all' b'charlie' b'gave' b'out' b'was' b'really' b'good' b'candy' b'and' b'by'"
3011,b'rt' b'tombradysego:' b'might' b'have' b'a' b'better' b'chance' b'if' b'we' b'put' b'some' b'trash' b'cans' b'out'
3012,"b'rt' b'toofab:' b'finally!' b'warner' b'bros.' b'making' b'superhero' b'films' b'starring' b'a' b'woman,' b'person' b'of' b'color' b'and' b'actor' b'who' b'identifies' b'as'"
3013,"b'rt' b'toxicityy1:' b'gwen' b""stefani's"" b'new' b'single' b'is' b'trash.' b'her,' b'hilary' b'duff,' b'britney' b'and' b'fergie' b'have' b'to' b'give' b'it' b'up' b'and' b'go' b'raise' b'your' b'kids' b'and'"
3014,"b'rt' b'travelnevada:' b'great' b'story' b'of' b'what' b""it's"" b'really' b'like' b'to' b'be' b'a' b'camel' b'jockey' b'at' b'the' b'camel' b'races' b'in'"
3015,b'rt' b'truckshorsesdog:'
3016,"b'rt' b'twangnation:' b'on' b'this' b'day' b',' b'february' b'13,' b'in' b'2002' b'waylon' b'jennings' b'left' b'us' b'for' b'that' b'honky-tonk' b'in' b'the' b'sky' b'-' b'dreaming' b'my' b'dreams' b'-' b'ht'"
3017,b'rt' b'tweetlikeagiri:' b'when' b'other' b'girls' b'wear' b'beanies' b'they' b'look' b'cute' b'&amp;' b'stylish' b'but' b'when' b'i' b'wear' b'them' b'i' b'look' b'like' b'a' b'member' b'of' b'a' b'drug' b'cartel' b'who'
3018,b'rt' b'tweettully:' b'this' b'is' b'so' b'great.' b'regular' b'season' b'ball' b'is' b'for' b'the'
3019,"b'rt' b'twitchyteam:' b""'dying"" b""laughing':"" b'russian' b'wrestlers' b'mock' b""'girly"" b""man'"" b""obama's"" b'workout'"
3020,"b'rt' b'twitchyteam:' b""'worst"" b'tweet' b""ever'?"" b'pr' b""'pro'"" b'manages' b'to' b'sound' b'racist,' b'mock' b'aids' b'in' b'a' b'single'"
3021,"b'rt' b'twitchyteam:' b'low' b'turnout' b'reported,' b'but' b'charlie' b'crist' b'just' b'filed' b'and' b'emergency' b'motion' b'to' b'extend' b'voting' b'hours' b'in' b'broward'"
3022,"b'rt' b'twitchyteam:' b'richard' b'grenell:' b""wapo's"" b'greg' b'sargent' b'mocks' b'voter' b'id' b'and' b""'proves"" b""point'"" b'of'"
3023,b'rt' b'tydunne:' b'have' b'to' b'go' b'with' b'the' b'slant' b'pass' b'to' b'your' b'outside' b'linebacker' b'in' b'that'
3024,"b'rt' b'tywahlbrink:' b'victoriakuhlman' b'one' b'day' b'more' b'until' b'turkey,' b'it' b'will' b'nip' b'me' b'in' b'the' b'belly,' b""we'll"" b'be' b'ready' b'for' b'the' b'stuffing,' b'we' b'will' b'wet'"
3025,"b'rt' b'tylergimblin:' b'girls,' b""don't"" b'let' b'a' b'dude' b'treat' b'you' b'like' b'a' b'yellow' b'starburst.' b'you' b'are' b'a' b'pink'"
3026,b'rt' b'ufgatorfamily:' b'incase' b'any' b'hillbillies' b'try' b'to' b'roast...'
3027,"b'rt' b'uflorida:' b'gatorzonefb' b""it's"" b'a' b""bird...it's"" b'a' b""plane...it's"" b'jake'"
3028,"b'rt' b'usabillofrights:' b'psychological' b'warfare' b'for' b'dhimmis' b'--' b'defeating' b'islam' b'forces' b'to' b'take' b'out' b""world's"" b'trash'"
3029,b'rt' b'usagov:' b'our' b'national' b'bird' b'-' b'the' b'american' b'bald' b'eagle' b'-' b'is' b'an' b'endangered' b'species' b'success'
3030,"b'rt' b'usrealitycheck:' b'republicans' b'want' b'to' b'yank' b'food' b'stamps' b'from' b'the' b'hungry:' b'may' b'16,' b'2...'"
3031,"b'rt' b'uberfacts:' b'mila' b'kunis' b'has' b'heterochromia' b'iridum' b'which' b'gives' b'her' b'two' b'different' b'colored' b'eyes.' b'one' b'eye' b'is' b'green,' b'the' b'other' b'is'"
3032,b'rt' b'uberfacts:' b'the' b'strings' b'attached' b'to' b'boxes' b'of' b'animal' b'crackers' b'were' b'originally' b'put' b'there' b'so' b'that' b'the' b'box' b'could' b'be' b'hung' b'from' b'christmas'
3033,b'rt' b'uncleblazer:' b'yo' b'mama' b'so' b'ghetto' b'she' b'uses' b'cigarette' b'butts' b'as'
3034,b'rt' b'underchilde:' b'*goes' b'into' b'monkey' b'bar' b'to' b'meet'
3035,"b'rt' b'unnagroundking:' b'rt' b'joshhelaku:' b'i' b""don't"" b'care' b'who' b'kendrick' b'made' b'that' b'song' b'for' b""it's"" b'still'"
3036,"b'rt' b'unusualfactpage:' b'shy' b'people' b'tend' b'have' b'great' b'observational' b'skills,' b'making' b'it' b'easier' b'to' b'recognize' b'the' b'core' b'of' b'a' b'problem' b'then' b'solving'"
3037,"b'rt' b'urbanengiish:' b'when' b'your' b'phone' b'goes' b'off' b'in' b'class' b'and' b'the' b'teacher' b'says' b'""turn' b'that' b'trash' b'off""' b'but' b'its' b'a' b'song' b'from' b'your' b'mixtape'"
3038,"b'rt' b'vuulibrary:' b'it' b'is' b""shakespeare's"" b'birthday.' b'take' b'a' b'look' b'at' b'some' b'shakespearean' b'trash'"
3039,b'rt' b'vaeflare:' b'...because' b'sometimes' b'you' b'just' b'need' b'a' b'moment' b'to' b'appreciate' b'a' b'noble' b'guinea' b'pig' b'with' b'steampunk' b'dragon'
3040,"b'rt' b'vainhumility:' b'naming' b'my' b'son' b'caesar.' b'dawn' b'of' b'the' b'apes' b'is' b'the' b'absolute' b'best' b'movie' b""i've"" b'ever' b'seen' b'in' b'my' b'entire'"
3041,"b'rt' b'vandtrailroad:' b'#didyouknow:' b'the' b'comstock' b'lode' b'was' b'a' b'boon' b'4' b'virginiacity' b'as' b'it' b'grew' b'2' b'20,000' b'ppl' b'&amp;' b'became' b'1' b'of' b'the' b'largest' b'&amp;'"
3042,b'rt' b'venus_lynn:' b'&#8220' b'dylxnl:' b'look' b'ghetto' b'but' b'it'
3043,b'rt' b'versaceameezy:' b'austin' b'is' b'so' b'cute' b'like' b'look' b'at' b'him' b'all' b'excited' b'because' b'he' b'got'
3044,b'rt' b'versacesilk:' b'when' b'you' b'try' b'to' b'tell' b'grandpa' b'that' b'70s' b'music' b'was'
3045,b'rt' b'verusfacts:' b'how' b'shy' b'people' b'flirt.' b'learn' b'tips' b'from' b'the'
3046,"b'rt' b'videriquamesse:' b'british' b'jihadi' b'mother' b'who' b'wants' b'to' b'be' b'first' b'female' b'executioner' b'is' b""mi6's"" b'most'"
3047,"b'rt' b'vincesports:' b'best' b'#collegegameday' b'sign' b'ever!' b'the' b'dak-ness' b'is' b'spreading!' b'charlie' b""murphy's"" b'true' b'hollywood'"
3048,"b'rt' b'wfantrades:' b""don't"" b'know' b'how' b'you' b'yankees' b'fans' b'listen' b'to' b'kay' b'every' b'night.' b'absolutely' b'brutal.' b'just' b'nonsensical' b'blah' b'blah' b'blah' b'blah.' b'radio'"
3049,b'rt' b'woridstarhlphop:' b'this' b'talking' b'eggplant' b'skurred'
3050,"b'rt' b'woridstarhlphop:' b'when' b'your' b'phone' b'goes' b'off' b'in' b'class' b'and' b'the' b'teacher' b'says' b'""turn' b'that' b'trash' b'off""' b'but' b'its' b'a' b'song' b'from' b'your'"
3051,b'rt' b'wowfoodpics:' b'oreo'
3052,b'rt' b'washtimes:' b'john' b'kerry' b'caught' b'appearing' b'to' b'mock' b'israel&#8217;s' b'&#8216;pinpoint&#8217;' b'operation' b'in' b'gaza'
3053,"b'rt' b'waynedupreeshow:' b'fear' b'mongering' b'by' b'the' b'left' b'is' b'dying.' b'wake' b'up,' b'who' b'are' b'you' b'going' b'2' b'believe' b'charlie' b'rangel' b'and' b'hussein' b'or' b'mia' b'love' b'and'"
3054,"b'rt' b'wayneroot:' b'well' b""there's"" b'difference' b'between' b'erick' b'erickson' b'and' b'me.' b""i've"" b'always' b'understood' b'obama' b'is' b'muslim' b'jihadi'"
3055,"b'rt' b'whattheffacts:' b'actor' b'charlie' b'sheen' b'once' b'bought' b'2,600' b'seats' b'at' b'an' b'angels' b'baseball' b'game' b'in' b'hopes' b'of' b'catching' b'a' b'home' b'run'"
3056,b'rt' b'wheeltod:' b'if' b'life' b'hands' b'you' b'a' b'hot' b'potato' b'try' b'throwing' b'it' b'at' b'two'
3057,"b'rt' b'whenrappersaid:' b'when' b'joey' b'bada$$' b'said' b'""traded' b'in' b'my' b'nikes' b'for' b'a' b'new' b'mic,' b'i' b'guess' b""it's"" b'safe' b'to' b'say' b'he' b'sold' b'his' b'soles' b'for' b'a' b'new' b'life.""'"
3058,b'rt' b'whitepeopletalk:' b'&#8220;kobe&#8221;' b'as' b'they' b'shoot' b'a' b'piece' b'of' b'paper' b'into' b'the'
3059,"b'rt' b'whyvee:' b'georgegalloway' b'a' b'muslim' b'wmn' b'covers' b'the' b'yellow' b'star' b'of' b'jewish' b'neighbour' b'with' b'her' b'veil' b'to' b'protect' b'her,'"
3060,"b'rt' b'willmcavoyacn:' b'an' b'ad' b'for' b'the' b'haitian' b'charity' b'""water' b'is' b'life""' b'mocks' b'people' b'who' b'use' b'#firstworldproblems' b'hashtag' b'through' b'juxtaposition.'"
3061,b'rt' b'wilnerness590:' b'.' b'jmart96' b'because' b'outman' b'is' b'a' b'brand-new' b'#yankees' b'and' b'because' b'girardi' b'will' b'never' b'use' b'3' b'relievers' b'when' b'he' b'can' b'use'
3062,"b'rt' b'witnesslaron:' b'so' b'this' b'ape' b'can' b'get' b'a' b'mcm' b'but' b'i' b""can't"""
3063,b'rt' b'women_fit:' b'use' b'what' b'talent' b'you' b'possess:' b'the' b'woods' b'would' b'be' b'very' b'silent' b'if' b'no' b'birds' b'sang' b'except' b'those' b'that' b'sang'
3064,b'rt' b'woody_afc:' b'_whiteponyjr_' b'ivanrabago_' b'no' b'doubt' b'about' b'it.' b'i' b'mean' b'its' b'cute' b'tossing' b'around' b'trash' b'cans' b'and' b'having' b'98lb' b'mexican' b'boys'
3065,"b'rt' b'woridstarfunnyy:' b'this' b'the' b'""i' b'play' b'soccer,' b'cheat' b'on' b'girls,' b'and' b'wear' b'khaki' b'coloured' b'cargos""'"
3066,b'rt' b'wyeisha_davis:' b'idc' b'i' b'still' b'watch' b'two' b'&amp;' b'a' b'half' b'men' b'.' b'well' b'the' b'old' b'one' b'with'
3067,b'rt' b'yahoofinance' b'two' b'stocks' b'to' b'turn' b'trash' b'into'
3068,"b'rt' b'yankees:' b'#springtraining' b'daily' b'takes' b'a' b'look' b'at' b'the' b'#yankees&#8217;' b'outfield,' b'perhaps' b'the' b'al&#8217;s' b'deepest:' b'(via'"
3069,b'rt' b'yankees:' b'#yankees' b'can' b'jump' b'into' b'first' b'place' b'tonight.' b'rt' b'if' b'you' b'think' b'they'
3070,b'rt' b'yankees:' b'#yankees' b'lineup' b'vs.' b'red' b'sox:' b'ellsbury' b'cf' b'jeter' b'ss' b'beltran' b'dh' b'soriano' b'lf' b'teixeira' b'1b' b'mccann' b'c' b'solarte' b'3b' b'ichiro' b'rf' b'roberts' b'2b'
3071,b'rt' b'yankees:' b'#yankees' b'win!' b'final' b'score:'
3072,"b'rt' b'yankees:' b'#yankees' b'win,' b'6-5,' b'on' b'a' b'#walkoff' b'single' b'by' b'derek'"
3073,b'rt' b'yankees:' b'drob30' b'comes' b'in' b'to' b'close' b'out' b'the' b'game' b'here' b'in' b'the'
3074,"b'rt' b'yankees:' b'analyzing' b'the' b'impact' b'of' b'masahiro' b'tanaka' b'on' b'#springtraining' b'daily,' b'brought' b'to' b'you' b'by'"
3075,"b'rt' b'yankees:' b'ballgame' b'over,' b'#yankees' b'win!' b'yanks' b'beat' b'the' b'white' b'sox' b'in' b'10' b'innings,'"
3076,"b'rt' b'yankees:' b'congrats' b'to' b'derek' b'jeter,' b'who' b'will' b'start' b'at' b'shortstop' b'in' b'his' b'14th' b'and' b'final' b'all-star'"
3077,"b'rt' b'yankees:' b'congratulations' b'ichiro!' b'that' b'leadoff' b'base' b'hit' b'in' b'the' b'8th' b'is' b'hit' b'no.' b'2,800' b'in' b'his' b'mlb'"
3078,"b'rt' b'yankees:' b'gardy' b'goes' b'yardy' b'again!' b'he' b'leads' b'off' b'the' b'game' b'with' b'a' b'hr' b'for' b'the' b'second' b'straight' b'night,' b'and' b""it's"""
3079,"b'rt' b'yankees:' b'getting' b'the' b'field' b'ready' b'for' b""today's"""
3080,"b'rt' b'yankees:' b'recap:' b'in' b'epic' b'storybook' b'ending,' b'derek' b'jeter' b'closes' b'his' b'last' b'game' b'in' b'bronx' b'with'"
3081,b'rt' b'yankees:' b'remember' b'when' b'we' b'paused' b'an' b'all-star' b'game' b'to' b'honor' b'mariano'
3082,b'rt' b'yankees:' b'see' b'ya!' b'jacobyellsbury' b'gives' b'the' b'#yankees' b'a' b'4-3' b'lead' b'in' b'the' b'10th' b'with' b'a' b'solo' b'home'
3083,b'rt' b'yankees:' b'show' b'your' b'support' b'during' b'#fleetweeknyc' b'with' b'#troopthanks.' b'you' b'could' b'be' b'on' b'the' b'bofa_community' b'billboard' b'in' b'times'
3084,b'rt' b'yankees:' b'the' b'empirestatebldg' b'shines' b'its' b'lights' b'in' b'#yankees' b'pinstripes' b'in' b'honor' b'of' b'derek'
3085,b'rt' b'yankees:' b'time' b'to' b'bounce' b'in' b'the'
3086,"b'rt' b'yankees:' b'victory!' b'#yankees' b'outlast' b""a's,"" b'10-9' b'in' b'14' b'innings.' b'eduardo' b'nunez' b'the' b'hero,' b'and' b'oh' b'yeah,' b'first' b'place' b'still' b'resides' b'in' b'the'"
3087,b'rt' b'yankees:' b'were' b'you' b'expecting' b'anything' b'short' b'of' b'fireworks' b'in' b'his' b'final'
3088,b'rt' b'yankees:' b'you' b'may' b'cry' b'after' b'watching' b'the' b'derek' b'jeter' b'gatorade'
3089,"b'rt' b'yankeeswfan:' b'one' b'scout' b'said' b'prado' b'is' b'""first' b'team' b'most' b'underrated.""' b'gives' b'the' b'yankees' b'a' b'2b' b'through' b'2016,' b'could' b'slide' b'to' b'3b' b'if' b'needed'"
3090,b'rt' b'yepillposts:' b'if' b'i' b'had' b'a' b'dollar' b'for' b'every' b'time' b'i' b'died' b'on' b'flappy'
3091,b'rt' b'youngcon1266:' b'listen' b'to' b'charlie' b'daniels' b'speak' b'the' b'truth' b'&amp;' b'then' b'enlist' b'in' b'the' b'u.s.' b'freedom' b'army'
3092,b'rt' b'zach_dorsey:' b'my' b'trash' b'is' b'worth' b'more' b'than'
3093,"b'rt' b'zekejmiller:' b'rt' b'marcacaputo:' b'""i\'ve' b'met' b'few' b'people' b'in' b'politics' b'that' b'i' b'disrespect' b'more' b'than' b'charlie' b'crist,""' b'--rudy'"
3094,b'rt' b'zekejmiller:' b'rt' b'bobschieffer:' b'looking' b'forward' b'to' b'sitting' b'down' b'with' b'president' b'obama' b'for' b'our' b'60th' b'anniversary' b'broadcast' b'this' b'sunday' b'&#8212;'
3095,"b'rt' b'zitlalyl:' b""it's"" b'okay' b'chiquito' b'&#128514;' b""i'm"" b'not' b'in' b'the' b'ghetto' b'anymore'"
3096,b'rt' b'zonedmoan:' b'smh' b'rt' b'tiemyduragboo:' b'and' b'henny' b'too' b'rt' b'bkraised718' b'beer' b'trash' b'af' b'end' b'of'
3097,"b'rt' b'_jocelynb:' b'yu' b'hoes' b'just' b'love' b'to' b'pump' b'fake' b'bout' b""y'all"" b'lives' b'on' b'these' b'social'"
3098,b'rt' b'_mykalaj:' b'whitakerc54' b'blame' b'it' b'on' b'the' b'yellow' b'chucks'
3099,"b'rt' b'_riverajustin:' b""it's"" b'unattractive' b'when' b'girls' b'act'"
3100,b'rt' b'_vibewithme_:' b'doing' b'someone' b'wrong' b'for' b'the' b'sole' b'reason' b'that' b'they' b'did' b'you' b'wrong' b'will' b'only' b'bring' b'more' b'negative' b'karma' b'&amp;' b'energy' b'into' b'your'
3101,b'rt' b'_wordtothewise:' b'i' b'love' b'when' b'the' b'birds' b'are' b'chirping' b'in' b'the'
3102,"b'rt' b'__e_t___:' b'brown' b'colored' b'eyes' b'are' b'really' b'blue,' b'under' b'a' b'layer' b'of'"
3103,b'rt' b'___legacy:' b'need' b'some' b'ice' b'cream' b'and' b'oreos'
3104,b'rt' b'__matt29:' b'larry' b'bird' b'38'
3105,b'rt' b'_chocgirl:' b'rich' b'homie' b'and' b'bird' b'man' b'gone' b'be' b'at' b'mansion' b'&#233;lan' b'tonight'
3106,b'rt' b'_lvrking:' b'chris' b'brown' b'is'
3107,"b'rt' b'_mikaylahh:' b'i' b'asked' b'zzachbarness' b'to' b'get' b'me' b'pink' b'bunnies' b'one' b'time,' b'so' b'he' b'brought' b'me' b'yellow'"
3108,b'rt' b'_pascuzzo:' b'salon:' b'meanwhile' b'in' b'texas:' b'19-year-old' b'man' b'facing' b'5' b'years' b'to' b'life' b'in' b'prison' b'for' b'$25' b'worth' b'of' b'pot'
3109,"b'rt' b'_wintergirl93:' b'i' b""don't"" b'wanna' b'hear' b'sgt.' b""#tahmooressi's"" b'name' b'come' b'outta' b'the' b""preezy's"" b'mouth.' b'he' b""couldn't"" b'be' b'bothered' b'then,' b'keep' b'his' b'pie'"
3110,"b'rt' b'aekulze:' b'in' b'hopes' b'of' b'recruiting' b'more' b'women,' b'isis' b'opens' b'jihadi' b'finishing' b'school'"
3111,"b'rt' b'ahmadblack35:' b'can' b'someone' b'find' b'the' b'georgia' b'fan' b'who' b'talked' b'trash' b'to' b'me' b'and' b'told' b'me' b'he' b'hope' b'we' b""don't"" b'end' b'up' b'like' b'tennessee?' b'tell' b'him' b""i'm"""
3112,b'rt' b'ahmiryoung' b'lakers' b'on....i' b'thought' b'trash' b'day' b'was'
3113,b'rt' b'ajbk4life1:' b'how' b'do' b'people' b'not' b'realize' b'the' b'jig'
3114,b'rt' b'ajjacobs:' b'just' b'learned' b'that' b'there' b'was' b'a' b'1932' b'japanese' b'political' b'plot' b'to' b'assassinate' b'charlie' b'chaplin.' b'#pleaseoptionthistweetnow' b'#back'
3115,"b'rt' b'alex_gtz13:' b'cause' b""i'm"" b'as' b'free' b'as' b'a' b'bird' b'now,' b'and' b'this' b'bird' b'you' b'can' b'not' b'change'"
3116,b'rt' b'alexlundry:' b'charlie'
3117,"b'rt' b'alicia_enz:' b""i'm"" b'the' b'only' b'person' b'who' b'likes' b'yellow' b'starburst' b'i'"
3118,"b'rt' b'alicia_garcia3:' b'""that\'s' b'why' b'god' b'made' b'brownies.' b'to' b'replace'"
3119,"b'rt' b'alison_cherry:' b'nlisa' b'&amp;' b'i' b'are' b'discussing' b'our' b'awful' b'90s' b'fashion' b'choices:' b'yellow' b'overall' b'shorts,' b'boxers' b'over' b'leggings.' b'what' b'was' b'your'"
3120,"b'rt' b'alisonkent:' b'also' b'as' b'part' b'of' b'my' b'release' b'day' b'gift' b'(yes,' b'we' b'get' b'those!)' b'this' b'adorable' b'bumblebee'"
3121,"b'rt' b'allly_sunn:' b'""that\'s' b'what' b'that' b'means..some' b'kid' b'called' b'me' b'at' b'like' b'1' b'in' b'the' b'morning' b'asking' b'me' b'if' b'i' b'wanted' b'to' b'hit' b'the'"
3122,"b'rt' b'almostkanye:' b'rt' b'resolutionary_:' b'if' b'crabtree' b'woulda' b'caught' b'that' b'over' b'sherman' b'for' b'the' b'game' b""y'all"" b'woulda' b'said' b'sherman' b'trash' b'&amp;' b'he' b'got'"
3123,b'rt' b'amh_1126:' b's/o' b'#nf' b'patpatbush' b'thanks' b'for' b'the' b'follow' b'hun!!'
3124,b'rt' b'amoz1939:' b'drinking' b'to' b'the' b'last' b'drop' b'washing'
3125,"b'rt' b'amyalkon:' b'school' b'admins' b'take' b'hungry' b""kids'"" b'lunch' b'&amp;' b'throw' b'in' b'trash' b'because' b'their' b'lunch' b'funds' b""aren't"" b'paid' b'up.' b""that'll"" b'teach'"
3126,b'rt' b'anilkohli54:' b'mediacrooks' b'so' b'the' b'ball' b'did' b'roll' b'down' b'the' b'slope' b'&amp;' b'found' b'a' b'natural' b'spot' b'madhutrehan' b'defending' b'brother' b'&amp;' b'the' b'scumbag'
3127,"b'rt' b'anitaphilmar:' b'fairy' b'fun' b'-' b'losing' b'her' b'wings' b""doesn't"" b'mean' b'there' b""aren't"" b'other' b'ways' b'to'"
3128,"b'rt' b'antglizzygg:' b""ain't"" b'talk' b'2' b'my' b'mova' b'n' b'a' b'week' b'first' b'thing' b'she' b'say' b'is' b'where' b'shy' b'an' b'benny'"
3129,"b'rt' b'anticvlum:' b'lol' b""i'm"" b'litetally' b'just' b'a' b'walking' b'trash'"
3130,"b'rt' b'antoinettea:' b'coming' b'up' b'at' b'5:15a:' b'charlie' b""baker's"" b'campaign' b'admits' b'he' b'may' b'have' b'been' b'wrong' b'about' b'the' b'emotional' b'fisherman' b'story' b'from' b'this'"
3131,"b'rt' b'arlingtondems:' b'hey' b'arlington' b'democrats!' b'for' b'you' b'early' b'birds,' b'join' b'us' b'busboysandpoets' b'tomorrow.' b""it's"" b'the' b'second' b'saturday' b'of'"
3132,"b'rt' b'attsmcjay:' b'""one' b""man's"" b'trash' b'is' b'another' b""man's"" b'treasure""...perfectly' b'explains' b'strippers' b'with' b'daddy'"
3133,"b'rt' b'audizzle:' b'quote' b'of' b'last' b'night,' b'ginagaus' b'telling' b'me' b'to' b'find' b'her' b'a' b'curved' b'stick' b'and' b""she'll"" b'make' b'a' b'crossbow' b'to' b'shoot' b'a' b'bird'"
3134,b'rt' b'babiesdressup:' b'what' b'a' b'silly' b'little' b'monkey'
3135,b'rt' b'badblogger69:' b'wenchbucket' b'that' b'monkey' b'is' b'from'
3136,b'rt' b'badnradbrad:' b'whattheflocka' b'lol' b'have' b'u' b'seen' b'when' b'ike' b'and' b'his' b'kindergarten' b'teacher' b'start' b'having' b'a' b'sexual'
3137,b'rt' b'bakedbeansbro:' b'throw' b'me' b'in'
3138,"b'rt' b'bakedbrotatoes:' b'*spits' b'out' b'animal' b'cracker*' b'this' b""doesn't"" b'even' b'taste' b'like'"
3139,"b'rt' b'bansky:' b'lebron' b""doesn't"" b'turn' b'30' b'til' b'december.' b'he' b'made' b'5' b'trips' b'faster' b'than' b'kobe' b'shaq' b'mike' b'or' b'bird.' b""he'll"" b'be' b'back' b'yal' b'act' b'like' b'hes'"
3140,"b'rt' b'beauty_briii:' b'one' b'of' b'my' b'classmates' b'offered' b'my' b'teacher' b'and' b'brownie' b'and' b'someone' b'said' b'""you' b'trying' b'to' b'earn' b'brownie' b'points""'"
3141,b'rt' b'bigbluexpress:' b'cal' b'has' b'a' b'day' b'off' b'and' b'for' b'giggles' b'heads' b'to' b'yankee' b'stadium' b'to' b'hang' b'with' b'derek' b'jeter.' b'yep' b'coaching' b'at' b'uk' b'is' b'probably'
3142,"b'rt' b'bitterarab:' b'now' b'that' b'halloween' b'is' b'fast' b'approaching' b'please' b'understand' b'this.' b'we' b'are' b'a' b'culture,' b'not' b'a' b'costume' b'to' b'mock' b'and'"
3143,b'rt' b'bjs5555:' b'elect' b'democratic' b'nominee' b'amos' b'powers' b'powers2014' b'2' b'#congress' b'#tn6' b'defeat' b'tea' b'diane'
3144,b'rt' b'bjs5555:' b'elect' b'democratic' b'nominee' b'charlie' b'brown' b'govcharliebrown' b'for' b'#gov' b'of' b'#tn' b'defeat' b'(r)' b'gov.' b'bill' b'haslam!'
3145,b'rt' b'bjs5555:' b'elect' b'democratic' b'nominee' b'charlie' b'hardy' b'runwithcharlie' b'to' b'u.s.' b'senate.' b'#wy' b'defeat' b'tea' b'mike'
3146,b'rt' b'blogredmachine:' b'i' b'wonder' b'if' b'those' b'fans' b'in' b'la' b'feel' b'like' b'charlie' b'brown' b'after' b'lucy' b'pulls' b'the' b'ball'
3147,b'rt' b'boominator:' b'&#8220' b'cureourcountry:' b'rand' b'paul' b'mocks' b'clinton' b'with' b'#hillaryslosers' b'pics' b'with' b'failed'
3148,"b'rt' b'breely216:' b'the' b'recommended' b'serving' b'size' b'for' b'brownies' b'is' b'""all' b'of'"
3149,b'rt' b'briangaar:' b'old' b'white' b'people' b'complaining' b'about' b'government' b'tyranny' b'is' b'like' b'the' b'yankees' b'being' b'upset' b'that' b'players' b'make' b'too' b'much'
3150,"b'rt' b'bspence5:' b'morning_joe' b'#msnbc' b'new' b'census' b'questions=tempest' b'in' b'teapot,aca' b'stays,costs' b'down,7.5mil+getting' b'covered' b'is' b'a' b'success' b'story' b'to'"
3151,b'rt' b'bunnyasmin1125:' b'i' b'still' b'be' b'craving' b'an' b'oreo' b'mcflurry'
3152,"b'rt' b'calvin2000:' b'really?' b'this' b'is' b""what's"" b'concerning' b'him' b'right' b'now?' b'mt' b'katiecouric:' b'looking' b'forwd' b'to' b'speaking' b'with' b'john' b'kerry' b'tomorrow' b'am'"
3153,"b'rt' b'camilleftansel:' b""i've"" b'read' b'the' b'hunger' b'games' b'12' b'times' b'i' b'am'"
3154,"b'rt' b'carrielusch:' b'you' b'might' b'be' b'a' b'liberal' b'if' b'you' b'continue' b'to' b'trash' b'america,' b'claiming' b'how' b'horrible' b'and' b'evil' b'it' b'is,' b'yet' b'you' b'refuse' b'to'"
3155,"b'rt' b'caseykim12:' b'your' b'sole' b'purpose' b'is' b'to' b'make' b'money.' b'otherwise' b""you'd"" b'suggest' b'violence' b'prevention' b'policies' b'that' b'actually' b'work.'"
3156,b'rt' b'cenopant:' b'(she)s' b'bro(was)ken' b'bec(a)use' b's(side)he'
3157,"b'rt' b'ceut:' b'bushco' b'used' b'to' b'publicly' b'trash' b'ex-officials' b'who' b'wrote' b'books' b'-' b'snow,' b""o'neill,"" b'etc.' b'bet' b'we' b""won't"" b'hear' b'pbo' b'trashing'"
3158,b'rt' b'charcharkuhlman:' b'first' b'day' b'of' b'spring' b'break:' b'ate' b'half' b'a' b'pan' b'of' b'brownies' b'&amp;' b'watched' b'6' b'episodes' b'of' b'parks' b'and' b'rec' b'with' b'victoriakuhlman' b'&amp;'
